video_id,video_title,video_published,channel_id,channel_title,view_count,like_count,comment_count
Z_HzVn_wO-0,LinkedIn  ¡Interactúa o Desaparece! Consejos Clave en Español,2025-05-28T06:00:25Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,1618,15,3
fpW4SRFgJcQ,No vendas tu historia triste  Claves para el éxito profesional,2025-05-27T06:00:34Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,2245,14,0
5eVlaVXR9jo,Desempleo  Cómo Evitar Parecer Desesperado Consejos REALES,2025-05-26T06:00:04Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,1491,18,3
2tUpTz_vhDY,Búsqueda de empleo cruel  6 errores que te impiden triunfar,2025-05-25T06:00:03Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,1727,8,0
9Fc0u6fYubU,Headhunter  Contacta a tu Jefe Ideal ¡Sin Enviar el CV!,2025-05-24T07:18:48Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,1160,15,0
o81FudA-H3M,"Evita el Rechazo Vende Valor, No 'Cualquier Cosa'",2025-05-16T07:22:33Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,1691,11,0
eXiofzHmzdA,¿Fotografía sí o no en el CV?,2025-05-16T06:35:54Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,109,7,0
8DUitTJRVhs,Herramienta FAVIKON para saber tu Marca Profesional en LinkedIn,2025-05-08T13:23:23Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,1629,14,2
KmS4dr1ovSk,Por eso no superas los procesos de selección.,2025-05-07T15:41:19Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,1552,33,3
MJhBczaszuA,La IA Revoluciona tu Búsqueda de Empleo en JOBarcelona 2025!,2025-05-05T11:42:42Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,440,7,1
-V4QkQUswik,"Trabajo ACCIONA, empleo.",2025-04-30T13:22:24Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,1680,6,1
wcJ64HmFYqY,Tutorial para tu foto de perfil fácil con Facetune.,2025-04-29T12:03:13Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,1055,65,17
Fc3al6oPPBI,Encuentra TODOS los empleos con este truco de Google!,2025-04-29T08:22:41Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,446,9,0
3w5uqvVi4KU,El mayor error al buscar empleo.,2025-04-25T17:37:44Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,163,11,3
N1E-oa6-9gw,EL mayor error al buscar empleo.,2025-04-25T17:33:54Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,299,6,0
RrfQB0BVPPE,Generación Z éxito o fracaso.,2025-04-25T06:42:32Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,63,3,0
lbLuIzrNEzk,"Ferrovial empleo, Trabajo! https://www.ferrovial.com/es-es/empleo/ofertas/",2025-04-22T08:47:03Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,1059,5,1
V61ibblObg8,¿También te pasa? El bucle de buscar empleo.,2025-04-15T11:40:32Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,1662,32,1
_sJGQtVSbpw,Telefónica trabajo. https://www.telefonica.com/es/talento/,2025-04-13T08:00:42Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,1200,8,1
tLBbtQuX5Nk,Trabajo Hoteles Meliá. https://www.meliahotelsinternational.com/es/empleo,2025-04-12T08:00:55Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,1250,3,2
e-lU6_8Wh4A,Empleo Grupo Carreras. https://www.grupocarreras.com/ofertas-de-empleo/,2025-04-11T13:50:40Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,1249,6,1
_fRC7x_P8Fk,¿Hablar de felicidad en una sociedad infeliz?,2025-04-04T06:35:04Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,54,1,0
AJ6IIjBjxkI,Esto es lo que nadie te dice sobre cómo buscar trabajo en LinkedIn (y por qué no te llaman),2025-04-02T18:41:42Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,3225,174,21
ay8LVHnlCgM,Optimiza tu Perfil de LinkedIn  Atrae Oportunidades,2025-03-26T17:25:40Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,665,24,2
rE8nE8F4S2o,CV que pasa filtros + LinkedIn TOP + Entrevistas ganadoras,2025-03-25T12:59:31Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,1342,77,4
O1SFSkjwwSI,EULEN empleo y trabajo: https://www.eulen.com/es/unete-a-nosotros/,2025-03-22T15:43:28Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,495,11,2
s6LiBN2Q1K8,CLECE empleo-trabajo: https://canaldeempleo.es/CLECE/go/CLECE/910702/,2025-03-22T15:26:32Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,561,8,1
H_wjncLVGn0,LinkedIn favoritismo o meritocracia?,2025-03-22T03:24:12Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,127,3,1
kfyJ8F9ma8s,"Céntrate en qué puedes ofrecer, no sólo en qué quieres ganar.",2025-03-21T13:11:53Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,737,26,2
MFW7poY_btE,Autoconocimiento: La Clave para Conseguir el Trabajo de Tus Sueños,2025-03-20T20:07:47Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,726,46,4
J4A3w3kODz4,¿1 CV para todo o adaptarlo a cada oferta?,2025-03-19T11:44:38Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,558,32,1
-8A2_fGVAGU,"No vendas tu producto, vende tu experiencia.",2025-03-16T19:01:02Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,575,18,0
oKqTDLRClfU,La felicidad no está en la meta... Sino en el camino.,2025-03-15T07:47:11Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,102,18,0
4W7wtgF_1iE,Trabajo Bimbo Ofertas Empleo: https://bimbo.ofertas-trabajo.infojobs.net/ofertas?pageIndex=1,2025-03-13T17:30:01Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,620,12,3
4ZKMLEZmAdk,De bufete o de restaurante. Marca Profesional y Diferenciación.,2025-03-12T13:32:51Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,528,14,1
3nbn-3e1rwI,Cómo Ser Visible en LinkedIn en 30 Minutos al Día (Guía para Atraer Oportunidades),2025-03-11T12:21:54Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,6923,388,45
_RW5YmZAPJs,Novedades en LinkedIn 2025.,2025-03-07T10:49:19Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,774,23,0
wNynTu8wANU,automatismos Sí o No? La atención al cliente está muriendo?,2025-03-07T07:17:48Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,63,1,0
tvxy1Q4ATmM,Curso grupal online!,2025-03-05T15:10:34Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,525,13,1
VVTmrU-zeyY,Preguntas ilegales en entrevista,2025-03-04T12:48:53Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,4022,72,2
lQbdsHN-FPE,15 segundos para que te descarten o no.,2025-02-24T14:11:04Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,809,27,0
Vh9DKnpza7s,LinkedIn sin experiencia. Tu primer empleo te espera ahí.,2025-02-18T12:38:03Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,965,49,7
vUyieI3yNik,Los Secretos del Titular PERFECTO en LinkedIn para 2025,2025-02-13T13:05:54Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,1407,101,8
8cJ6ppQx4FY,cambia tu banner en LinkedIn,2025-02-07T14:00:09Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,905,27,5
zlAkan-di1s,¿Por Qué El 99% De Las Postulaciones Laborales FRACASAN?,2025-02-07T08:46:20Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,605,22,1
T32zqHneqmA,¿trabajar por dinero o amar lo que trabajas?,2025-02-07T07:33:54Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,107,6,0
J8CPZmmqJWY,Mercadona trabajo. Empleo.,2025-02-02T10:13:14Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,88,3,1
BXuoxWat3NI,Domina LinkedIn.,2025-01-31T14:26:23Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,396,25,5
eDhvU2ysQzc,🚨 ¿Cansado/a de enviar CV sin resultados? LinkedIn.,2025-01-27T20:36:36Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,1379,97,6
AjJxeZYNbsE,Mejora Tu Empleabilidad. Secretos para No Quedar Atrás,2025-01-18T10:25:39Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,206,18,1
6AwNVsYA41Q,Destácate en el Mercado Laboral  Sé esa Montaña Única,2025-01-17T09:03:23Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,575,9,1
LrtrIKA0qbE,La Importancia de una Foto Profesional en tu Perfil,2025-01-10T10:00:20Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,474,14,0
FOBpWNFpU7Q,La realidad de los autónomos y los asalariados. ¿Vale la pena?,2025-01-10T07:46:38Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,74,2,0
cAjm9-Ta-k4,Descubre Tu Verdadera Identidad Profesional y Potencial,2025-01-09T06:51:37Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,470,13,1
krZ-27mjtxA,ALDI Empleo Trabajo. #empleo #trabajo,2025-01-04T19:00:32Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,627,8,2
RusmP68Jg3s,"Nestlé Empleo, Trabajo. #empleo #trabajo",2025-01-04T09:00:23Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,622,11,0
3_dYOo4WZHU,ALDI empleo y Trabajo. #trabajo #empleo,2025-01-03T19:00:04Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,630,6,0
xB6moxBgW1I,Recipharm Sector Farma empleo. #empleo #trabajo,2025-01-03T11:30:51Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,762,8,0
2RC85gYnhPc,"El Corte inglés. Trabajo, empleo.",2025-01-02T09:54:11Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,576,6,2
goMwlRD6c74,LinkedIn en 3 minutos: Crea un perfil profesional que destaque,2025-01-01T18:48:10Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,14995,520,26
0ZUvoV4770o,La importancia de las palabras clave en tu perfil,2024-12-28T08:51:47Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,632,15,2
0lV2e8Sxszs,Cena de navidad sí o no?,2024-12-21T06:36:30Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,65,3,0
uVtmlyC83GM,"FRESKIBO Trabajo, empleo.",2024-12-13T08:47:29Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,450,5,2
XIAIrTOtwIs,"Cambia tu visibilidad en LinkedIn, que no se entere tu jefe.",2024-12-10T19:22:14Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,421,12,0
g7rSffEFzi8,"IKEA Trabajo, empleo",2024-12-09T16:37:37Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,609,,2
oUlPcBxSSSU,¿Mejor promocionar internamente o buscar talento fuera de la empresa?,2024-12-06T07:38:39Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,63,5,0
qLWETuQUsSA,Controla tu Feed de LinkedIn  ¡No Más Publicaciones Aburridas!,2024-12-03T11:17:46Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,115,6,1
Xz5cQ56AmG4,Ferrovial TRABAJO España,2024-12-02T09:59:27Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,676,14,1
XInPeVxhoK0,"Cómo crear un perfil de LinkedIn, fácil. Paso a paso y página de empresa en LinkedIn.",2024-12-01T08:30:14Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,1470,30,10
XVqnawSPwKs,ILUNION trabajo España.,2024-11-26T13:58:46Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,1236,9,3
nO8pwo2lBhw,CLECE TRABAJO! ofertas.,2024-11-25T12:20:42Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,525,6,1
1fG3VbKJKJ4,el Job Hopper o el turista laboral. El futuro del mercado laboral.,2024-11-22T07:38:16Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,119,12,0
0zzJoY7zTa0,¿Estás cometiendo este error fatal al buscar trabajo? (El networking es la clave),2024-11-21T17:45:01Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,892,38,10
GDhFS2KLXyw,¿Cómo hacer que tu jefe no se entere de lo que haces en LinkedIn?,2024-11-14T13:00:55Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,104,9,1
1jr0Bt-hp-s,¿Cómo valorar un cambio de empleo?,2024-11-13T16:30:36Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,803,32,1
gwLXrKL6EPM,Marca Personal ¿Realidad o ficción?,2024-11-08T06:10:10Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,82,6,0
G4JZV4g_MtY,LinkedIn  ¡Transforma tu Estrategia y Destaca!,2024-10-30T07:30:08Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,296,16,3
8lWoUm87-mE,¡Impulsa tu carrera con LinkedIn y crea conexiones poderosas!,2024-10-29T07:30:04Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,119,4,1
xHWSJBMVt24,Descubre el Mercado Oculto  ¡Ofertas Que No Ves!,2024-10-27T08:30:18Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,592,15,0
dpglP4LpNYA,Competencia Brutal  ¿Por Qué Hay Tanta Gente en el Mercado Laboral?,2024-10-26T07:30:21Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,545,11,0
OVazKvkkr24,¡Descubre los Mejores Portales de Empleo Especializados!,2024-10-25T06:30:07Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,544,10,0
jXW0d3UgQWE,Descubre el Mercado Visible  Oportunidades Laborales al Alcance,2024-10-24T10:11:23Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,544,21,0
gZ2vMu81qNE,¡NOMINADO para HR Influencer 2024! Necesito tu ayuda!,2024-10-16T09:51:34Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,135,9,9
ccDXzlNB37A,Transforma Tu Actitud para Conseguir Empleo.,2024-10-16T07:00:24Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,466,16,0
Kku-ND92bv8,Acepta tus Errores y Mejora Tu Búsqueda Laboral.,2024-10-14T16:00:18Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,468,20,3
fol7SVKe63M,Cómo Evitar la Decepción en una Entrevista de Trabajo,2024-10-11T08:00:33Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,1911,29,1
NPvQBCJR_Sk,Supera la Inseguridad en LinkedIn. Publica Contenidos Interesantes. Supera el síndrome del Impostor,2024-10-10T07:30:08Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,692,18,0
vqJtqg2a27I,¡Crea Contenido Original y Innovador en LinkedIn,2024-10-08T07:30:31Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,485,19,0
AHaeMpcGwDw,Crea un Perfil Impactante en LinkedIn  Consejos Clave,2024-10-05T21:23:59Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,684,13,0
zQvbJzBsw4s,Conviértete en un Top Voice de LinkedIn GRATIS,2024-10-04T08:30:19Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,555,17,0
S9v9ghClzTI,Comparte tu código QR de LinkedIn con otras personas.,2024-10-02T15:04:45Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,1255,23,2
zZB4fqWftX4,Constancia en el Gimnasio y LinkedIn.  Claves del Éxito,2024-09-27T07:00:42Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,557,15,0
IWYWm20oyf4,¿La Inteligencia Artificial te quitará el trabajo?,2024-09-27T06:21:56Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,117,5,1
Dp6il98-hoM,Herramientas Clave para Mejorar Tu Contenido en 2024,2024-09-25T07:00:12Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,549,16,0
BkECx_9R8HY,"Cómo Convertirte en LinkedIn Top Voice,  Guía Definitiva.",2024-09-23T07:00:06Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,537,7,1
7W7km72M0go,Cómo Usar LinkedIn Efectivamente para Tu Éxito Profesional,2024-09-21T07:30:03Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,434,22,0
JIK3CPNQO48,¿Quieres un trabajo remoto? Optimiza tu perfil de LinkedIn en 10 minutos,2024-09-19T18:48:27Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,3189,142,19
UiXH4r8c-38,¡Descubre tu Marca Personal y Destaca Ya!,2024-09-18T07:00:22Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,599,10,0
OyQqXf8QXY4,Nuevos Cambios en LinkedIn  Amplificación de Contenido Profesional,2024-09-17T08:00:29Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,584,11,2
V8STzgsMK5M,Crea Tu Marca Personal  ¡Fácil y Efectivo!,2024-09-16T07:00:30Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,591,15,0
5bo6nrHpt7M,Cómo Brindar la Mejor Primer Impresión en Entrevistas,2024-09-14T07:18:38Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,726,20,5
6xOnPcIVHic,Háblame de ti ¿Cómo responder de forma exitosa en una entrevista?,2024-09-14T06:45:25Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,7921,264,26
RZ1UqFbTTs4,Impulsa tu Marca Personal  Estrategias Clave para el Éxito 1,2024-09-12T07:00:14Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,422,12,1
33dvoIMey-A,Potencia Tu Carrera con Tu Marca Personal,2024-09-08T16:00:02Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,134,8,0
zQ4eTyeFCuA,Beneficios de un Top Boys  ¡Aumenta tu Visibilidad!,2024-09-07T15:01:00Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,305,6,1
2PhaBlNVgfg,Aumenta tu Credibilidad en LinkedIn.  Estrategias Esenciales,2024-09-06T07:00:02Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,159,10,0
xh353LKlZSM,Transforma tu LinkedIn. El Poder de Relacionarse,2024-09-04T07:00:44Z,UCVEKr1uiurERtPiRR7mME4Q,Héctor Labarta,457,19,0
